iter	RMSE
146	36.16477561
147	36.12240982
148	36.09495853
149	36.03182107
150	35.94859577
151	35.9286903
152	35.86551611
153	35.86196262
154	35.80873047
155	35.78240535
156	35.70797502
157	35.68953691
158	35.68639547
159	35.67508935
160	35.62846342
161	35.60616001
162	35.52864583
163	35.48521305
164	35.47686647
165	35.4076647
166	35.35878631
167	35.31543909
168	35.2594541
169	35.24122412
170	35.20087952
171	35.15361697
172	35.09867616
173	35.00019535
174	34.96163454
175	34.90039717
176	34.89383417
177	34.85275681
178	34.75785869
179	34.73050213
180	34.6409589
181	34.61217534
182	34.57436311
183	34.54870904
184	34.5417379
185	34.52033096
186	34.50117007
187	34.44363051
188	34.39868658
189	34.33685533
190	34.27727131
191	34.23280495
192	34.20170289
193	34.18362062
194	34.14009858
195	34.11968311
196	34.04484083
197	33.99260231
198	33.9658635
199	33.9340356
200	33.91424801
201	33.83982057
202	33.79546492
203	33.76530537
204	33.7442435
205	33.69901883
206	33.64698085
207	33.58495216
208	33.53077605
209	33.52033895
210	33.51808692
211	33.4802685
212	33.4508473
213	33.4171633
214	33.39239452
215	33.30684767
216	33.27782082
217	33.25495571
218	33.18798642
219	33.16644405
220	33.12663099
221	33.05826233
222	32.99417527
223	32.98766226
224	32.96836648
225	32.9366332
226	32.90733323
227	32.85902005
228	32.83573579
229	32.81938175
230	32.76605922
231	32.75785384
232	32.69388994
233	32.67568837
234	32.62297543
235	32.57743496
236	32.53779845
237	32.49118078
238	32.48778615
239	32.43734044
240	32.40799011
241	32.37708095
242	32.3359753
243	32.32910776
244	32.29555181
245	32.24056071
246	32.21110186
247	32.15752529
248	32.12562702
249	32.08952369
250	32.03591271
251	32.01472116
252	31.9809474
253	31.95363666
254	31.93765969
255	31.91630109
256	31.8895277
257	31.86772512
258	31.81702282
259	31.78145929
260	31.7438885
261	31.71560964
262	31.68076693
263	31.62096126
264	31.59944886
265	31.56812595
266	31.54669806
267	31.50086824
268	31.4871832
269	31.48193687
270	31.46599977
271	31.46116677
272	31.4583207
273	31.42989644
274	31.40078142
275	31.39582026
276	31.36487462
277	31.34029067
278	31.28955152
279	31.25887664
280	31.20897205
281	31.18279559
282	31.16855588
283	31.1661899
284	31.13732336
285	31.13369308
286	31.12873871
287	31.05642455
288	31.04582726
289	30.98721811
290	30.96966571
291	30.95885341
292	30.93178609
293	30.89973191
294	30.86954054
295	30.84249842
296	30.81919758
297	30.78541811
298	30.77121821
299	30.72370076
300	30.70546447
301	30.68350569
302	30.65010399
303	30.62648153
304	30.59905027
305	30.56785457
306	30.54468121
307	30.50999891
308	30.47818478
309	30.42575348
310	30.41627108
311	30.38479235
312	30.33146217
313	30.29141217
314	30.28655124
315	30.23760217
316	30.2342886
317	30.16957784
318	30.15273974
319	30.10298279
320	30.08143313
321	30.05801212
322	30.02867489
323	30.01074547
324	29.98339723
325	29.96405124
326	29.96312042
327	29.91410213
328	29.89606331
329	29.86672647
330	29.83284372
331	29.79932224
332	29.77135859
333	29.74262538
334	29.70403541
335	29.6817319
336	29.65748345
337	29.64950714
338	29.63102735
339	29.60976375
340	29.56513546
341	29.56407877
342	29.53191766
343	29.52940496
344	29.51441541
345	29.46305179
346	29.43282077
347	29.40140621
348	29.37646592
349	29.35412512
350	29.32164182
351	29.30563247
352	29.28430388
353	29.2706689
354	29.22988449
355	29.20835106
356	29.14934918
357	29.13503452
358	29.08810543
359	29.06560628
360	29.03947106
361	29.00083005
362	28.98067119
363	28.94533111
364	28.92307205
365	28.90092238
366	28.84544782
367	28.84344012
368	28.78883499
369	28.76667724
370	28.74293381
371	28.72313473
372	28.70888251
373	28.67743772
374	28.63563394
375	28.60557623
376	28.55167804
377	28.50897601
378	28.49263888
379	28.4695768
380	28.43007267
381	28.39265627
382	28.36492502
383	28.32791285
384	28.28850731
385	28.23675058
386	28.21365385
387	28.17174347
388	28.15954148
389	28.14341449
390	28.12706347
391	28.12571557
392	28.09021447
393	28.06320073
394	28.04159302
395	28.03950863
396	27.99930203
397	27.98807995
398	27.96208235
399	27.93881955
400	27.89383415
401	27.83895106
402	27.77716092
403	27.73750887
404	27.71791366
405	27.67141672
406	27.62257283
407	27.59029717
408	27.57001878
409	27.52268777
410	27.49652661
411	27.47505967
412	27.44018189
413	27.41055284
414	27.37314581
415	27.34132854
416	27.33062818
417	27.26946844
418	27.23229087
419	27.21423769
420	27.21104838
421	27.2084808
422	27.18160215
423	27.15918257
424	27.12320063
425	27.10138067
426	27.08844273
427	27.07868484
428	27.03025897
429	27.00543165
430	26.9739132
431	26.95121249
432	26.91101648
433	26.9092606
434	26.88390098
435	26.85254743
436	26.82961725
437	26.79672911
438	26.77878652
439	26.75361842
440	26.72710314
441	26.6949719
442	26.66637149
443	26.65052399
444	26.63613396
445	26.60132828
446	26.57795826
447	26.53263438
448	26.53040597
449	26.48722525
450	26.48614317
451	26.43646672
452	26.41282424
453	26.39040821
454	26.35262235
455	26.31415059
456	26.30689216
457	26.2699294
458	26.23019422
459	26.19786951
460	26.17002565
461	26.14638484
462	26.09895146
463	26.08230467
464	26.06968625
465	26.04163777
466	26.00801919
467	25.99530861
468	25.97208553
469	25.94485756
470	25.92084124
471	25.8900395
472	25.87539657
473	25.85951578
474	25.82464534
475	25.80952677
476	25.78522116
477	25.76368444
478	25.75750831
479	25.75257519
480	25.7180285
481	25.70636135
482	25.68953036
483	25.6661899
484	25.64400526
485	25.62650468
486	25.60763256
487	25.59363249
488	25.57674283
489	25.54883806
490	25.5373903
491	25.52202507
492	25.5198862
493	25.48638671
494	25.47279409
495	25.45577199
496	25.41309598
497	25.39023257
498	25.35815049
499	25.34016445
500	25.31432143
501	25.27700377
502	25.26480106
503	25.24524046
504	25.23371434
505	25.21143898
506	25.16915668
507	25.13335066
508	25.12157644
509	25.08446094
510	25.04500469
511	25.03352562
512	25.00222015
513	24.98133916
514	24.95077822
515	24.94898599
516	24.94121986
517	24.9336913
518	24.88940763
519	24.86429133
520	24.84652004
521	24.80837163
522	24.77721155
523	24.76013898
524	24.75792414
525	24.73158489
526	24.72911214
527	24.71536107
528	24.69320924
529	24.65203807
530	24.64245752
531	24.59889317
532	24.57649764
533	24.5559113
534	24.52309376
535	24.47904076
536	24.43792577
537	24.41123778
538	24.39520884
539	24.36765954
540	24.33946825
541	24.3277434
542	24.28725024
543	24.2855565
544	24.28468156
545	24.25000486
546	24.21897075
547	24.21773529
548	24.18425502
549	24.17188163
550	24.14073015
551	24.1187798
552	24.10661155
553	24.08524743
554	24.05830051
555	24.02850244
556	23.99605607
557	23.98137122
558	23.96204718
559	23.94519237
560	23.90860806
561	23.88547076
562	23.84566658
563	23.81305846
564	23.79974789
565	23.78283022
566	23.73949707
567	23.70512557
568	23.67975713
569	23.65655899
570	23.6421005
571	23.61354255
572	23.60228794
573	23.55353324
574	23.52882475
575	23.52018533
576	23.48883442
577	23.46906544
578	23.45445883
579	23.45156047
580	23.43685047
581	23.4178856
582	23.41675612
583	23.38432198
584	23.35720347
585	23.34895297
586	23.32218335
587	23.31135211
588	23.2844954
589	23.25487643
590	23.23606177
591	23.21965691
592	23.19324945
593	23.17001437
594	23.14742894
595	23.14082886
596	23.1324916
597	23.11068241
598	23.08635919
599	23.05291986
600	23.03601265
601	23.01231712
602	22.99047921
603	22.98944271
604	22.98608296
605	22.95987839
606	22.95838469
607	22.93479156
608	22.91421203
609	22.90164083
610	22.87746445
611	22.86430848
612	22.84902348
613	22.81212986
614	22.81077485
615	22.78212936
616	22.74501796
617	22.73698827
618	22.72660764
619	22.71744614
620	22.69326371
621	22.66764594
622	22.65696799
623	22.65006102
624	22.63778341
625	22.62251528
626	22.60207355
627	22.59142173
628	22.59079624
629	22.5666792
630	22.54402633
631	22.51776245
632	22.49722288
633	22.48842218
634	22.47208846
635	22.44991676
636	22.42951879
637	22.41675184
638	22.40321237
639	22.4025642
640	22.38995738
641	22.3760889
642	22.37105665
643	22.3426518
644	22.34166524
645	22.32050354
646	22.30915929
647	22.29319979
648	22.2768843
649	22.27632118
650	22.26412047
651	22.24824322
652	22.24781528
653	22.23066757
654	22.22039793
655	22.19981323
656	22.19657417
657	22.18233914
658	22.17277515
659	22.14431964
660	22.12430791
661	22.09058148
662	22.08989833
663	22.04489055
664	22.01956895
665	22.0119623
666	21.99243303
667	21.96844626
668	21.96169956
669	21.95052952
670	21.91073626
671	21.88642123
672	21.88488897
673	21.8702191
674	21.84289503
675	21.83496091
676	21.81752471
677	21.77839518
678	21.76932809
679	21.7299391
680	21.71576656
681	21.71216911
682	21.71015966
683	21.68471133
684	21.64899899
685	21.61297856
686	21.57918889
687	21.57034239
688	21.55758121
689	21.55343434
690	21.53893083
691	21.51786822
692	21.5147374
693	21.50333269
694	21.48710027
695	21.48366244
696	21.46895897
697	21.44806897
698	21.42271959
699	21.40471741
700	21.39029167
701	21.37672143
702	21.3466924
703	21.34517696
704	21.32258685
705	21.29573083
706	21.28616812
707	21.25843661
708	21.23082777
709	21.21237107
710	21.18574765
711	21.14222388
712	21.12470342
713	21.10567397
714	21.09663928
715	21.09627538
716	21.09525785
717	21.08278493
718	21.0601238
719	21.04461245
720	21.03660207
721	21.02819101
722	21.01082619
723	21.00809161
724	20.97398156
725	20.9708529
726	20.94125534
727	20.91565451
728	20.89167782
729	20.85683809
730	20.84297192
731	20.83716679
732	20.81303151
733	20.78830755
734	20.78745448
735	20.78698029
736	20.76933024
737	20.74381331
738	20.72958394
739	20.71214643
740	20.68176085
741	20.68021628
742	20.65003343
743	20.62465525
744	20.61447956
745	20.58879098
746	20.58688319
747	20.57060246
748	20.55848094
749	20.54217804
750	20.52767287
751	20.51566131
752	20.4934778
753	20.47119025
754	20.44929054
755	20.43399547
756	20.4174953
757	20.3962358
758	20.38593544
759	20.37263041
760	20.34645564
761	20.3339127
762	20.329839
763	20.29920894
764	20.28651438
765	20.26514997
766	20.26098871
767	20.25291287
768	20.25235263
769	20.24779813
770	20.24293219
771	20.23181502
772	20.19921595
773	20.18558899
774	20.179733
775	20.16209379
776	20.1470687
777	20.14668057
778	20.12873292
779	20.11520588
780	20.10506264
781	20.08577856
782	20.05485152
783	20.03689197
784	20.03660679
785	20.02029976
786	19.99532617
787	19.98135759
788	19.97309326
789	19.95782417
790	19.94101589
791	19.91778114
792	19.90392787
793	19.89097893
794	19.88280824
795	19.87610669
796	19.86493614
797	19.86207074
798	19.84742702
799	19.83948272
800	19.83305527
801	19.81894511
802	19.80480365
803	19.7748357
804	19.76379144
805	19.74576068
806	19.73932056
807	19.6929544
808	19.67462
809	19.65786536
810	19.64502108
811	19.62322991
812	19.60546243
813	19.59456068
814	19.58771255
815	19.56371479
816	19.54634995
817	19.52224276
818	19.50266626
819	19.49602859
820	19.49242999
821	19.48092651
822	19.46126385
823	19.45168651
824	19.4356682
825	19.42861662
826	19.41710307
827	19.40645928
828	19.39722258
829	19.38718837
830	19.37241378
831	19.35869015
832	19.35828331
833	19.33421453
834	19.33309436
835	19.32032749
836	19.27882373
837	19.27376924
838	19.25062931
839	19.22412392
840	19.20195053
841	19.16892092
842	19.14777206
843	19.14315868
844	19.11909228
845	19.10178961
846	19.08840986
847	19.06624139
848	19.05338192
849	19.02727929
850	19.01241606
851	18.98553662
852	18.96699313
853	18.94226278
854	18.92863621
855	18.91242046
856	18.91187771
857	18.90052847
858	18.88089768
859	18.86505232
860	18.84789343
861	18.84591469
862	18.82723337
863	18.8167625
864	18.81330965
865	18.79911505
866	18.78360896
867	18.76748636
868	18.76708986
869	18.74971377
870	18.74443132
871	18.73879437
872	18.72552585
873	18.72020549
874	18.71905113
875	18.71070236
876	18.70577411
877	18.69419851
878	18.67956724
879	18.64919124
880	18.63300843
881	18.61495615
882	18.60547932
883	18.59887338
884	18.59845059
885	18.597261
886	18.58392667
887	18.57270129
888	18.55216737
889	18.53639019
890	18.53481143
891	18.52068237
892	18.49074821
893	18.47134414
894	18.46075764
895	18.4563279
896	18.43804999
897	18.39774978
898	18.38407984
899	18.37656659
900	18.35403995
901	18.34027384
902	18.34005575
903	18.32752251
904	18.31206796
905	18.30043873
906	18.28536958
907	18.25068139
908	18.25017819
909	18.22739228
910	18.21680764
911	18.18135942
912	18.16105292
913	18.12538666
914	18.09706195
915	18.07698823
916	18.06456026
917	18.06433365
918	18.05666745
919	18.05311259
920	18.0458017
921	18.03345532
922	18.02277636
923	18.01174335
924	18.0053924
925	17.98497309
926	17.97860653
927	17.95354677
928	17.94526589
929	17.93049331
930	17.90221111
931	17.87807543
932	17.85325758
933	17.84522915
934	17.8449159
935	17.83304899
936	17.82708007
937	17.81748361
938	17.8070946
939	17.79481183
940	17.77684961
941	17.77005939
942	17.74776549
943	17.7216904
944	17.71696845
945	17.68877407
946	17.68248422
947	17.65632407
948	17.645047
949	17.63253129
950	17.62525539
951	17.60869351
952	17.60170594
953	17.59249422
954	17.58278628
955	17.56297071
956	17.55023952
957	17.54497965
958	17.52754571
959	17.50396954
960	17.47590954
961	17.47357508
962	17.45996083
963	17.4458984
964	17.43494116
965	17.40255145
966	17.38592106
967	17.36824244
968	17.36318094
969	17.33957784
970	17.33292207
971	17.32008375
972	17.31786554
973	17.31036342
974	17.3048916
975	17.29929676
976	17.27880144
977	17.26400509
978	17.25241368
979	17.21803827
980	17.21251923
981	17.204709
982	17.18468042
983	17.18340865
984	17.17111671
985	17.15727708
986	17.15704433
987	17.13470312
988	17.12397611
989	17.11924794
990	17.11539582
991	17.09782945
992	17.0916319
993	17.08443729
994	17.07699831
995	17.07026173
996	17.05915967
997	17.05044304
998	17.03133381
999	17.0228007
1000	17.00628599
1001	16.98446488
1002	16.95777913
1003	16.94445521
1004	16.93840056
1005	16.93256948
1006	16.92143552
1007	16.92120719
1008	16.91595758
1009	16.90768199
1010	16.89902693
1011	16.88806843
1012	16.87938615
1013	16.8621205
1014	16.83114379
1015	16.81565842
1016	16.81090684
1017	16.79592936
1018	16.76938781
1019	16.753096
1020	16.74436213
1021	16.72551949
1022	16.71182619
1023	16.69831821
1024	16.694356
1025	16.68703067
1026	16.67879651
1027	16.66640147
1028	16.6646789
1029	16.63716265
1030	16.6323996
1031	16.60719997
1032	16.59174072
1033	16.57719013
1034	16.56776253
1035	16.56238112
1036	16.54422004
1037	16.53334758
1038	16.51336465
1039	16.47669353
1040	16.47173475
1041	16.4554857
1042	16.44992418
1043	16.43724722
1044	16.42559089
1045	16.42179241
1046	16.41374899
1047	16.38479465
1048	16.36774691
1049	16.36330845
1050	16.35529087
1051	16.33860962
1052	16.32251223
1053	16.30884453
1054	16.29948305
1055	16.28124093
1056	16.27747739
1057	16.26128369
1058	16.24858094
1059	16.23830736
1060	16.22962892
1061	16.22556832
1062	16.21469598
1063	16.20190613
1064	16.19053655
1065	16.16816444
1066	16.14829723
1067	16.14466542
1068	16.12377839
1069	16.11157287
1070	16.09964812
1071	16.09046228
1072	16.08353583
1073	16.07112963
1074	16.06293481
1075	16.06128247
1076	16.060656
1077	16.05719929
1078	16.04110023
1079	16.03082151
1080	16.01221363
1081	16.00102652
1082	15.99389039
1083	15.97217675
1084	15.97175633
1085	15.96272066
1086	15.95849816
1087	15.94903215
1088	15.94104973
1089	15.93734584
1090	15.9115672
1091	15.89231396
1092	15.88067661
1093	15.86539
1094	15.85973698
1095	15.84034806
1096	15.83123706
1097	15.81948365
1098	15.81600675
1099	15.7970063
1100	15.79653471
1101	15.77303721
1102	15.76899441
1103	15.76622699
1104	15.75701768
1105	15.74583425
1106	15.73042302
1107	15.72154166
1108	15.71266963
1109	15.70910224
1110	15.68355215
1111	15.66782673
1112	15.65743384
1113	15.65164345
1114	15.64294246
1115	15.63029636
1116	15.6200926
1117	15.60150112
1118	15.57009728
1119	15.55790993
1120	15.53855445
1121	15.51458533
1122	15.49945096
1123	15.49884403
1124	15.48022433
1125	15.47986019
1126	15.47334499
1127	15.45652863
1128	15.43964332
1129	15.42414088
1130	15.4053501
1131	15.40242101
1132	15.38846854
1133	15.38122942
1134	15.37669155
1135	15.35683739
1136	15.34305356
1137	15.32863385
1138	15.31846141
1139	15.29807793
1140	15.29071642
1141	15.28686847
1142	15.27700552
1143	15.26775096
1144	15.26224326
1145	15.24979729
1146	15.23343797
1147	15.22310384
1148	15.20665407
1149	15.18958905
1150	15.17811643
1151	15.15246902
1152	15.13742812
1153	15.12312171
1154	15.12029249
1155	15.11244227
1156	15.09096866
1157	15.06578844
1158	15.0596947
1159	15.04167051
1160	15.01838366
1161	14.99735526
1162	14.99424037
1163	14.98743152
1164	14.96911719
1165	14.94945897
1166	14.93881886
1167	14.92920371
1168	14.92602407
1169	14.91247163
1170	14.90923215
1171	14.89913699
1172	14.8920684
1173	14.88100646
1174	14.85186755
1175	14.84773675
1176	14.83800935
1177	14.82936329
1178	14.80749699
1179	14.7858117
1180	14.77747687
1181	14.75534278
1182	14.74843776
1183	14.74031153
1184	14.7255701
1185	14.72115199
1186	14.71008566
1187	14.70845646
1188	14.70310119
1189	14.689809
1190	14.68291286
1191	14.66854916
1192	14.66351652
1193	14.64571559
1194	14.62095754
1195	14.61348655
1196	14.60486681
1197	14.59647149
1198	14.5729031
1199	14.55765318
1200	14.54952468
1201	14.53626565
1202	14.53329535
1203	14.52143253
1204	14.50832808
1205	14.50011914
1206	14.48611089
1207	14.46688535
1208	14.4517176
1209	14.44640368
1210	14.44243026
1211	14.43976446
1212	14.42223024
1213	14.41911006
1214	14.40407083
1215	14.38428774
1216	14.36199716
1217	14.34700455
1218	14.3462678
1219	14.32727718
1220	14.31015016
1221	14.30771815
1222	14.29660796
1223	14.29619608
1224	14.29040527
1225	14.26303987
1226	14.25181119
1227	14.2424553
1228	14.23744567
1229	14.21932644
1230	14.20828498
1231	14.1959834
1232	14.18100073
1233	14.16845331
1234	14.16055542
1235	14.15475474
1236	14.14726235
1237	14.12490812
1238	14.12423985
1239	14.09394813
1240	14.07383138
1241	14.06464895
1242	14.05689487
1243	14.05642544
1244	14.04804741
1245	14.03718871
1246	14.01894408
1247	14.00485467
1248	13.99904041
1249	13.99414153
1250	13.97600299
1251	13.96300825
1252	13.95250003
1253	13.94116209
1254	13.91096353
1255	13.90502893
1256	13.89412911
1257	13.88363421
1258	13.86424954
1259	13.84444094
1260	13.84219276
1261	13.82802461
1262	13.81455938
1263	13.80810493
1264	13.80273671
1265	13.79351806
1266	13.79117014
1267	13.77396875
1268	13.76749768
1269	13.75762098
1270	13.73785421
1271	13.73141108
1272	13.7173755
1273	13.70885753
1274	13.69962799
1275	13.68746251
1276	13.67677154
1277	13.67018091
1278	13.66600787
1279	13.65640657
1280	13.6488947
1281	13.64048614
1282	13.63282483
1283	13.62249494
1284	13.59627922
1285	13.59064926
1286	13.56884912
1287	13.56003509
1288	13.54810601
1289	13.54507205
1290	13.52907635
1291	13.52564034
1292	13.50470742
1293	13.49092225
1294	13.4823454
1295	13.48064646
1296	13.46973567
1297	13.45289194
1298	13.44811577
1299	13.43692371
1300	13.43242031
1301	13.4130079
1302	13.40514645
1303	13.39943967
1304	13.39452995
1305	13.39238964
1306	13.38446888
1307	13.37971168
1308	13.36927519
1309	13.36236804
1310	13.34457942
1311	13.34071459
1312	13.32990962
1313	13.31493064
1314	13.30381331
1315	13.29312134
1316	13.2796309
1317	13.27534001
1318	13.26902113
1319	13.26151834
1320	13.25420064
1321	13.24689766
1322	13.2423683
1323	13.23244682
1324	13.21738075
1325	13.2055894
1326	13.1967836
1327	13.19324358
1328	13.18992798
1329	13.18396543
1330	13.17085803
1331	13.16076379
1332	13.14845093
1333	13.13150917
1334	13.12830864
1335	13.11889014
1336	13.1066815
1337	13.09902275
1338	13.09721436
1339	13.08754887
1340	13.0758199
1341	13.0668327
1342	13.05983852
1343	13.04101161
1344	13.03260494
1345	13.0119173
1346	12.9948156
1347	12.98041525
1348	12.97418472
1349	12.96632483
1350	12.95508984
1351	12.95198363
1352	12.93357474
1353	12.92861362
1354	12.91796873
1355	12.90881497
1356	12.90668021
1357	12.89864565
1358	12.89802265
1359	12.89249739
1360	12.88202139
1361	12.87817105
1362	12.87780473
1363	12.87450934
1364	12.85758362
1365	12.85122158
1366	12.84178826
1367	12.82845594
1368	12.81912706
1369	12.80580729
1370	12.79895112
1371	12.79196938
1372	12.78742994
1373	12.78492359
1374	12.78148928
1375	12.77221085
1376	12.76086018
1377	12.75015071
1378	12.74879921
1379	12.74610092
1380	12.73746505
1381	12.72721818
1382	12.7161543
1383	12.70815269
1384	12.69446713
1385	12.6886456
1386	12.67340337
1387	12.66797706
1388	12.65730155
1389	12.65263394
1390	12.64840716
1391	12.64474028
1392	12.63857061
1393	12.63269446
1394	12.6267566
1395	12.62552073
1396	12.61755523
1397	12.61197952
1398	12.59941185
1399	12.59334366
1400	12.58689787
1401	12.5754397
1402	12.56664745
1403	12.55525278
1404	12.54461693
1405	12.54016119
1406	12.53106423
1407	12.52131529
1408	12.50980534
1409	12.49503585
1410	12.48803945
1411	12.4864812
1412	12.485189
1413	12.48113789
1414	12.46999597
1415	12.46347357
1416	12.46309204
1417	12.46070041
1418	12.45594808
1419	12.44493745
1420	12.43479146
1421	12.42633213
1422	12.40912169
1423	12.40280987
1424	12.39876031
1425	12.39612236
1426	12.38671522
1427	12.37217485
1428	12.36790839
1429	12.36216888
1430	12.33903266
1431	12.3278123
1432	12.32185859
1433	12.31283504
1434	12.30658667
1435	12.29368824
1436	12.28452949
1437	12.27464437
1438	12.27298692
1439	12.2649339
1440	12.26144878
1441	12.25330695
1442	12.25260927
1443	12.24727126
1444	12.24311894
1445	12.24006304
1446	12.2293713
1447	12.22227244
1448	12.21561591
1449	12.20337152
1450	12.19806656
1451	12.17766049
1452	12.17732429
1453	12.17417508
1454	12.17053439
1455	12.16029987
1456	12.13979146
1457	12.13805097
1458	12.13125008
1459	12.12216103
1460	12.10923104
1461	12.1034281
1462	12.08685953
1463	12.08057761
1464	12.0744581
1465	12.06095696
1466	12.0519765
1467	12.04475152
1468	12.03167502
1469	12.02368608
1470	12.02011916
1471	12.00494996
1472	12.0000388
1473	11.99173551
1474	11.98471512
1475	11.97510209
1476	11.96598632
1477	11.95887229
1478	11.94028943
1479	11.93863032
1480	11.91949668
1481	11.90090171
1482	11.89655992
1483	11.8960274
1484	11.89281076
1485	11.88588162
1486	11.8704988
1487	11.85496638
1488	11.85363781
1489	11.85033283
1490	11.84292128
1491	11.83121225
1492	11.82136993
1493	11.80630752
1494	11.78516101
1495	11.78301023
1496	11.7827607
1497	11.77217346
1498	11.75947418
1499	11.74036129
1500	11.7343416
1501	11.7264032
1502	11.71477684
1503	11.70837159
1504	11.69566449
1505	11.68652301
1506	11.67354511
1507	11.66731182
1508	11.66719652
1509	11.65744719
1510	11.64974828
1511	11.64258567
1512	11.63848604
1513	11.63356186
1514	11.62679788
1515	11.62477911
1516	11.61975017
1517	11.61701405
1518	11.60968925
1519	11.60133818
1520	11.59468886
1521	11.57960562
1522	11.56760747
1523	11.55807406
1524	11.54780755
1525	11.53328733
1526	11.53010661
1527	11.51593038
1528	11.50627877
1529	11.48786817
1530	11.48306574
1531	11.47471532
1532	11.47170943
1533	11.4627752
1534	11.45717067
1535	11.45148249
1536	11.44960406
1537	11.44682876
1538	11.43099876
1539	11.41962116
1540	11.41395212
1541	11.407592
1542	11.40258906
1543	11.39538862
1544	11.38898206
1545	11.38340103
1546	11.37559478
1547	11.3668538
1548	11.35989398
1549	11.35457705
1550	11.3485818
1551	11.3443614
1552	11.34137984
1553	11.33738609
1554	11.33698371
1555	11.33107357
1556	11.31751253
1557	11.31165612
1558	11.29987464
1559	11.29314405
1560	11.27893433
1561	11.274514
1562	11.26682589
1563	11.25996016
1564	11.25147028
1565	11.2472161
1566	11.2389957
1567	11.2240543
1568	11.21918843
1569	11.21175867
1570	11.20734849
1571	11.20348378
1572	11.2003394
1573	11.19802734
1574	11.18645291
1575	11.18193407
1576	11.17498398
1577	11.17290882
1578	11.15334298
1579	11.13946607
1580	11.13505997
1581	11.12332691
1582	11.11431977
1583	11.10236686
1584	11.09267716
1585	11.09252323
1586	11.07751135
1587	11.0744787
1588	11.06716078
1589	11.05614334
1590	11.05571906
1591	11.05189206
1592	11.04211085
1593	11.04053615
1594	11.03430817
1595	11.02409622
1596	11.0159272
1597	11.0039838
1598	11.00153324
1599	10.99428336
1600	10.9821253
1601	10.97677401
1602	10.97276327
1603	10.97069556
1604	10.9636675
1605	10.95318706
1606	10.94346502
1607	10.93625366
1608	10.93418928
1609	10.92860194
1610	10.92343824
1611	10.91231907
1612	10.90297315
1613	10.88829681
1614	10.8824697
1615	10.85765084
1616	10.85205148
1617	10.84846714
1618	10.83178646
1619	10.83150239
1620	10.82386848
1621	10.81733697
1622	10.80608933
1623	10.80173524
1624	10.79348074
1625	10.78645973
1626	10.78166273
1627	10.76584656
1628	10.74564737
1629	10.74214548
1630	10.73065011
1631	10.72837156
1632	10.72035291
1633	10.70985082
1634	10.70461584
1635	10.69564186
1636	10.68808242
1637	10.68180611
1638	10.67683969
1639	10.66861796
1640	10.66258835
1641	10.65570741
1642	10.65325014
1643	10.64647815
1644	10.64513953
1645	10.6259336
1646	10.62340164
1647	10.62033106
1648	10.60512639
1649	10.59956811
1650	10.5945762
1651	10.5941236
1652	10.58121246
1653	10.57623827
1654	10.56882075
1655	10.56652581
1656	10.55854425
1657	10.54391515
1658	10.5237217
1659	10.51392589
1660	10.50809135
1661	10.49793225
1662	10.49489272
1663	10.4827583
1664	10.47546035
1665	10.47164022
